GID,SYMBOL,GENENAME
SEN_RS06570,SEN_RS06570,YchO/YchP family invasin
SEN_RS12895,hda,DnaA inactivator Hda
SEN_RS01925,mak,fructokinase
SEN_RS00255,SEN_RS00255,hypothetical protein
SEN_RS22550,radA,DNA repair protein RadA
SEN_RS12130,hisP,histidine ABC transporter ATP-binding protein HisP
SEN_RS04435,SEN_RS04435,pirin family protein
SEN_RS08370,rnt,ribonuclease T
SEN_RS14430,SEN_RS14430,DUF3561 family protein
SEN_RS13465,raiA,ribosome-associated translation inhibitor RaiA
SEN_RS10280,SEN_RS10280,integrase arm-type DNA-binding domain-containing protein
SEN_RS00955,pcnB,polynucleotide adenylyltransferase PcnB
SEN_RS00070,SEN_RS00070,LysR family transcriptional regulator
SEN_RS05410,SEN_RS05410,lipoprotein
SEN_RS21180,melR,transcriptional regulator MelR
SEN_RS05640,cheR,protein-glutamate O-methyltransferase CheR
SEN_RS03800,SEN_RS03800,formimidoylglutamase
SEN_RS03270,ubiF,2-octaprenyl-3-methyl-6-methoxy-1-4-benzoquinol hydroxylase
SEN_RS24335,SEN_RS24335,hypothetical protein
SEN_RS19975,rhaD,rhamnulose-1-phosphate aldolase
SEN_RS21925,argF,ornithine carbamoyltransferase
SEN_RS06960,pspF,phage shock protein operon transcriptional activator
SEN_RS21025,SEN_RS21025,LysR family transcriptional regulator
SEN_RS07450,aac(6'),cryptic aminoglycoside N-acetyltransferase AAC(6')-Iy/Iaa
SEN_RS22460,SEN_RS22460,DNA polymerase III subunit psi
SEN_RS14435,cysC,adenylyl-sulfate kinase
SEN_RS19400,rffM,lipopolysaccharide N-acetylmannosaminouronosyltransferase
SEN_RS23405,SEN_RS23405,hypothetical protein
SEN_RS01225,rof,Rho-binding antiterminator
SEN_RS13085,sseB,enhanced serine sensitivity protein SseB
SEN_RS11265,SEN_RS11265,YIP1 family protein
SEN_RS14955,SEN_RS14955,fimbrial protein
SEN_RS17445,SEN_RS17445,glycerol dehydrogenase
SEN_RS05985,sopE,SPI-1 type III secretion system guanine nucleotide exchange factor SopE
SEN_RS03255,ybeY,rRNA maturation RNase YbeY
SEN_RS08135,SEN_RS08135,AI-2E family transporter
SEN_RS09355,SEN_RS09355,c-type lysozyme inhibitor
SEN_RS15375,SEN_RS15375,nucleoside permease
SEN_RS15645,SEN_RS15645,DASS family sodium-coupled anion symporter
SEN_RS06620,SEN_RS06620,tRNA-Tyr
SEN_RS12900,uraA,uracil permease
SEN_RS21480,amiB,N-acetylmuramoyl-L-alanine amidase AmiB
SEN_RS01930,araJ,MFS transporter AraJ
SEN_RS24935,SEN_RS24935,hypothetical protein
SEN_RS16590,SEN_RS16590,GntR family transcriptional regulator
SEN_RS10285,SEN_RS10285,hypothetical protein
SEN_RS22300,SEN_RS22300,restriction endonuclease subunit S
SEN_RS08375,grxD,monothiol glutaredoxin 4
SEN_RS14440,cysN,sulfate adenylyltransferase subunit CysN
SEN_RS24725,pheL,pheA operon leader peptide PheL
SEN_RS15190,tkt,transketolase
SEN_RS00960,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS
SEN_RS12135,hisM,histidine ABC transporter permease HisM
SEN_RS16035,tdcD,propionate kinase
SEN_RS20525,rpoB,DNA-directed RNA polymerase subunit beta
SEN_RS18145,avtA,valine--pyruvate transaminase
SEN_RS18785,dsdC,DNA-binding transcriptional regulator DsdC
SEN_RS16330,sfsB,DNA-binding transcriptional regulator SfsB
SEN_RS03805,SEN_RS03805,histidine utilization repressor
SEN_RS01485,pagN,adhesin/invasin protein PagN
SEN_RS09370,pagC,virulence membrane protein PagC
SEN_RS02435,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
SEN_RS02935,SEN_RS02935,phosphoadenosine phosphosulfate reductase
SEN_RS05190,SEN_RS05190,Hcp family type VI secretion system effector
SEN_RS17995,lpfE,long polar fimbrial protein LpfE
SEN_RS00340,carB,carbamoyl-phosphate synthase large subunit
SEN_RS14445,cysD,sulfate adenylyltransferase subunit CysD
SEN_RS13470,pheA,bifunctional chorismate mutase/prephenate dehydratase
SEN_RS10295,SEN_RS10295,hypothetical protein
SEN_RS00100,SEN_RS00100,winged helix-turn-helix transcriptional regulator
SEN_RS20785,SEN_RS20785,outer membrane protein
SEN_RS11270,SEN_RS11270,DedA family protein
SEN_RS17070,SEN_RS17070,transcriptional regulator
SEN_RS04210,SEN_RS04210,MFS transporter
SEN_RS00465,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA
SEN_RS03260,SEN_RS03260,PhoH family protein
SEN_RS04945,SEN_RS04945,YlcI/YnfO family protein
SEN_RS09385,pagD,virulence protein PagD
SEN_RS07990,SEN_RS07990,GntR family transcriptional regulator
SEN_RS17330,feoA,ferrous iron transporter A
SEN_RS12905,upp,uracil phosphoribosyltransferase
SEN_RS04655,ldtD,L-D-transpeptidase
SEN_RS01935,sbcC,exonuclease subunit SbcC
SEN_RS14450,SEN_RS14450,aminopeptidase
SEN_RS15460,SEN_RS15460,aldehyde dehydrogenase family protein
SEN_RS04440,SEN_RS04440,LysR family transcriptional regulator
SEN_RS21330,yjeH,L-methionine/branched-chain amino acid transporter
SEN_RS21030,SEN_RS21030,CidA/LrgA family protein
SEN_RS08380,SEN_RS08380,C40 family peptidase
SEN_RS13475,SEN_RS13475,SMP-30/gluconolactonase/LRE family protein
SEN_RS10300,SEN_RS10300,toll/interleukin-1 receptor domain-containing protein
SEN_RS00965,dksA,RNA polymerase-binding protein DksA
SEN_RS12140,SEN_RS12140,histidine ABC transporter permease HisQ
SEN_RS22030,idnK,gluconokinase
SEN_RS03810,hutU,urocanate hydratase
SEN_RS09390,cspF,cold shock-like protein CspF
SEN_RS08240,SEN_RS08240,DUF2569 domain-containing protein
SEN_RS06965,pspA,phage shock protein PspA
SEN_RS06410,emtA,membrane-bound lytic murein transglycosylase EmtA
SEN_RS19405,SEN_RS19405,amino acid permease
SEN_RS03290,SEN_RS03290,tRNA-Met
SEN_RS20115,lsrR,transcriptional regulator LsrR
SEN_RS13480,tyrA,bifunctional chorismate mutase/prephenate dehydrogenase
SEN_RS10305,SEN_RS10305,tail fiber protein
SEN_RS03040,dpiA,two-component response regulator DpiA
SEN_RS11275,SEN_RS11275,SDR family oxidoreductase
SEN_RS14960,SEN_RS14960,YfdX family protein
SEN_RS07235,SEN_RS07235,tellurite resistance TerB family protein
SEN_RS06730,SEN_RS06730,septation protein A
SEN_RS18250,mtlD,mannitol-1-phosphate 5-dehydrogenase
SEN_RS03265,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
SEN_RS18565,SEN_RS18565,glycoside-pentoside-hexuronide family transporter
SEN_RS09395,SEN_RS09395,ricin-type beta-trefoil lectin domain protein
SEN_RS15650,SEN_RS15650,HIT family protein
SEN_RS12910,purM,phosphoribosylformylglycinamidine cyclo-ligase
SEN_RS01940,sbcD,exonuclease subunit SbcD
SEN_RS15195,SEN_RS15195,M48 family metallopeptidase
SEN_RS21035,SEN_RS21035,LrgB family protein
SEN_RS08385,sodB,superoxide dismutase [Fe]
SEN_RS14455,cas2,type I-E CRISPR-associated endoribonuclease Cas2
SEN_RS13485,aroF,3-deoxy-7-phosphoheptulonate synthase AroF
SEN_RS10310,SEN_RS10310,prepilin-type N-terminal cleavage/methylation domain-containing protein
SEN_RS00970,sfsA,DNA/RNA nuclease SfsA
SEN_RS12145,hisJ,histidine ABC transporter substrate-binding protein HisJ
SEN_RS16040,tdcC,threonine/serine transporter TdcC
SEN_RS07615,SEN_RS07615,YncE family protein
SEN_RS19735,polA,DNA polymerase I
SEN_RS18790,dsdX,D-serine transporter DsdX
SEN_RS03815,hutH,histidine ammonia-lyase
SEN_RS01490,SEN_RS01490,Spy/CpxP family protein refolding chaperone
SEN_RS09400,msgA,virulence protein MsgA
SEN_RS02440,SEN_RS02440,TraB/GumN family protein
SEN_RS01680,SEN_RS01680,hypothetical protein
SEN_RS02940,SEN_RS02940,LysR family transcriptional regulator
SEN_RS17575,ugpA,sn-glycerol-3-phosphate ABC transporter permease UgpA
SEN_RS05195,SEN_RS05195,type VI secretion system ImpA family N-terminal domain-containing protein
SEN_RS00370,caiA,crotonobetainyl-CoA dehydrogenase
SEN_RS07830,SEN_RS07830,zinc-binding alcohol dehydrogenase family protein
SEN_RS14460,cas1e,type I-E CRISPR-associated endonuclease Cas1
SEN_RS13490,SEN_RS13490,YfiR family protein
SEN_RS10315,SEN_RS10315,conjugal transfer protein TraD
SEN_RS20790,SEN_RS20790,YjbF family lipoprotein
SEN_RS13435,SEN_RS13435,tRNA-Glu
SEN_RS11280,mdtQ,multidrug resistance outer membrane protein MdtQ
SEN_RS06270,SEN_RS06270,cyclic diguanylate phosphodiesterase
SEN_RS04215,SEN_RS04215,TetR/AcrR family transcriptional regulator
SEN_RS17815,SEN_RS17815,hypothetical protein
SEN_RS00470,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase PdxA
SEN_RS19205,mdtD,multidrug transporter subunit MdtD
SEN_RS19695,rrf,5S ribosomal RNA
SEN_RS09405,SEN_RS09405,hypothetical protein
SEN_RS06575,narL,two-component system response regulator NarL
SEN_RS12915,purN,phosphoribosylglycinamide formyltransferase
SEN_RS24230,SEN_RS24230,phage tail protein
SEN_RS01950,phoB,phosphate response regulator transcription factor PhoB
SEN_RS00250,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
SEN_RS22555,nadR,multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR
SEN_RS22350,SEN_RS22350,PTS sugar transporter subunit IIA
SEN_RS04445,infA,translation initiation factor IF-1
SEN_RS21040,actP,cation/acetate symporter ActP
SEN_RS24650,SEN_RS24650,YnhF family membrane protein
SEN_RS14465,cas6e,type I-E CRISPR-associated protein Cas6/Cse3/CasE
SEN_RS13495,dgcN,diguanylate cyclase DgcN
SEN_RS10320,SEN_RS10320,MobA/MobL family protein
SEN_RS00975,thpR,RNA 2'-3'-cyclic phosphodiesterase
SEN_RS12150,argT,lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT
SEN_RS05415,amyA,alpha-amylase
SEN_RS21185,melA,alpha-galactosidase
SEN_RS03820,SEN_RS03820,kinase inhibitor
SEN_RS09415,sopF,type III secretion system effector SopF
SEN_RS02445,SEN_RS02445,DUF1311 domain-containing protein
SEN_RS06970,pspB,envelope stress response membrane protein PspB
SEN_RS17185,nirD,nitrite reductase small subunit NirD
SEN_RS15845,bacA,undecaprenyl-diphosphate phosphatase
SEN_RS19430,hemY,protoheme IX biogenesis protein HemY
SEN_RS05745,SEN_RS05745,YebB family permuted papain-like enzyme
SEN_RS07455,SEN_RS07455,DeoR/GlpR transcriptional regulator
SEN_RS21045,SEN_RS21045,DUF485 domain-containing protein
SEN_RS13500,rplS,50S ribosomal protein L19
SEN_RS14470,cas5e,type I-E CRISPR-associated protein Cas5/CasD
SEN_RS23485,yohP,protein YohP
SEN_RS10325,SEN_RS10325,DUF2971 domain-containing protein
SEN_RS13090,pepB,aminopeptidase PepB
SEN_RS14965,SEN_RS14965,porin family protein
SEN_RS24295,SEN_RS24295,hypothetical protein
SEN_RS01955,phoR,phosphate regulon sensor histidine kinase PhoR
SEN_RS17450,SEN_RS17450,MFS transporter
SEN_RS03275,SEN_RS03275,hypothetical protein
SEN_RS08140,pntB,Re/Si-specific NAD(P)(+) transhydrogenase subunit beta
SEN_RS09420,icd,NADP-dependent isocitrate dehydrogenase
SEN_RS15655,SEN_RS15655,hypothetical protein
SEN_RS12920,ppk1,polyphosphate kinase 1
SEN_RS15380,SEN_RS15380,ornithine decarboxylase
SEN_RS10330,SEN_RS10330,hypothetical protein
SEN_RS01290,SEN_RS01290,tRNA-Ile
SEN_RS21050,acs,acetate--CoA ligase
SEN_RS08390,purR,HTH-type transcriptional repressor PurR
SEN_RS14475,cas7e,type I-E CRISPR-associated protein Cas7/Cse4/CasC
SEN_RS13505,trmD,tRNA (guanosine(37)-N1)-methyltransferase TrmD
SEN_RS15200,speB,agmatinase
SEN_RS12155,SEN_RS12155,UbiX family flavin prenyltransferase
SEN_RS16045,tdcB,bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB
SEN_RS20530,rpoC,DNA-directed RNA polymerase subunit beta'
SEN_RS18150,SEN_RS18150,4Fe-4S dicluster domain-containing protein
SEN_RS18795,dsdA,D-serine ammonia-lyase
SEN_RS00475,surA,peptidylprolyl isomerase SurA
SEN_RS03825,bioA,adenosylmethionine--8-amino-7-oxononanoate transaminase
SEN_RS09425,rluE,23S rRNA pseudouridine(2457) synthase RluE
SEN_RS02455,cueR,Cu(I)-responsive transcriptional regulator
SEN_RS02990,rnk,nucleoside diphosphate kinase regulator
SEN_RS10335,SEN_RS10335,lipoprotein
SEN_RS20275,SEN_RS20275,bifunctional metallophosphatase/5'-nucleotidase
SEN_RS00345,caiF,carnitine metabolism transcriptional regulator CaiF
SEN_RS18000,lpfD,long polar fimbrial protein LpfD
SEN_RS11285,dusC,tRNA dihydrouridine(16) synthase DusC
SEN_RS16775,rrf,5S ribosomal RNA
SEN_RS12160,SEN_RS12160,amino acid permease
SEN_RS21060,nrfA,ammonia-forming nitrite reductase cytochrome c552 subunit
SEN_RS14480,casB,type I-E CRISPR-associated protein Cse2/CasB
SEN_RS13510,rimM,ribosome maturation factor RimM
SEN_RS18375,rfaF,ADP-heptose--LPS heptosyltransferase RfaF
SEN_RS00990,fhuA,ferrichrome porin FhuA
SEN_RS20795,SEN_RS20795,capsule biosynthesis GfcC family protein
SEN_RS22395,dnaT,primosomal protein DnaT
SEN_RS24995,SEN_RS24995,tail fiber assembly protein
SEN_RS21605,ulaA,PTS ascorbate transporter subunit IIC
SEN_RS17075,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase
SEN_RS04220,SEN_RS04220,aspartate:alanine antiporter
SEN_RS01960,brnQ,branched-chain amino acid transporter carrier protein BrnQ
SEN_RS04950,SEN_RS04950,hypothetical protein
SEN_RS03315,asnB,asparagine synthase B
SEN_RS19210,SEN_RS19210,FadR family transcriptional regulator
SEN_RS09430,SEN_RS09430,hypothetical protein
SEN_RS07995,ydfZ,putative selenium delivery protein YdfZ
SEN_RS17335,feoB,Fe(2+) transporter permease subunit FeoB
SEN_RS12925,ppx,exopolyphosphatase
SEN_RS04660,SEN_RS04660,YcbK family protein
SEN_RS21335,SEN_RS21335,co-chaperone GroES
SEN_RS08395,SEN_RS08395,LysR family transcriptional regulator
SEN_RS21825,SEN_RS21825,amidohydrolase/deacetylase family metallohydrolase
SEN_RS14485,casA,type I-E CRISPR-associated protein Cse1/CasA
SEN_RS04450,SEN_RS04450,membrane protein
SEN_RS00985,mrcB,bifunctional glycosyl transferase/transpeptidase
SEN_RS12165,SEN_RS12165,alanine/ornithine racemase family PLP-dependent enzyme
SEN_RS22035,SEN_RS22035,NAD(P)-dependent alcohol dehydrogenase
SEN_RS19865,SEN_RS19865,virulence factor BrkB family protein
SEN_RS05420,fliT,flagella biosynthesis regulatory protein FliT
SEN_RS00480,lptD,LPS assembly protein LptD
SEN_RS01500,fadE,acyl-CoA dehydrogenase FadE
SEN_RS09435,SEN_RS09435,NUDIX hydrolase
SEN_RS08245,rsxA,electron transport complex subunit RsxA
SEN_RS06975,pspC,envelope stress response membrane protein PspC
SEN_RS06415,ycgR,flagellar brake protein YcgR
SEN_RS15850,folB,bifunctional dihydroneopterin aldolase/7-8-dihydroneopterin epimerase
SEN_RS16485,nanK,N-acetylmannosamine kinase
SEN_RS11290,SEN_RS11290,3-hydroxybenzoate 6-monooxygenase
SEN_RS19435,hemX,uroporphyrinogen-III C-methyltransferase
SEN_RS08400,SEN_RS08400,Bcr/CflA family multidrug efflux MFS transporter
SEN_RS14490,SEN_RS14490,CRISPR-associated helicase/endonuclease Cas3
SEN_RS13515,rpsP,30S ribosomal protein S16
SEN_RS10340,SEN_RS10340,DUF4755 domain-containing protein
SEN_RS12170,SEN_RS12170,amino acid permease
SEN_RS02955,ahpF,alkyl hydroperoxide reductase subunit F
SEN_RS14970,vapC,tRNA(fMet)-specific endonuclease VapC
SEN_RS07240,SEN_RS07240,phage holin family protein
SEN_RS01965,proY,proline-specific permease ProY
SEN_RS06735,SEN_RS06735,UPF0259 family protein
SEN_RS16755,envR,acrEF/envCD operon transcriptional regulator
SEN_RS03830,bioB,biotin synthase BioB
SEN_RS18255,mtlR,mannitol operon repressor MtlR
SEN_RS09440,mnmA,tRNA 2-thiouridine(34) synthase MnmA
SEN_RS15660,SEN_RS15660,YgiQ family radical SAM protein
SEN_RS22740,SEN_RS22740,RtT sRNA
SEN_RS12930,SEN_RS12930,sensor domain-containing phosphodiesterase
SEN_RS05875,SEN_RS05875,tyrosine-type recombinase/integrase
SEN_RS08405,cfa,cyclopropane fatty acyl phospholipid synthase
SEN_RS14495,sopD,SPI-1 type III secretion system effector SopD
SEN_RS19230,rrf,5S ribosomal RNA
SEN_RS10345,SEN_RS10345,hypothetical protein
SEN_RS12175,SEN_RS12175,alanine racemase
SEN_RS21670,SEN_RS21670,OapA family protein
SEN_RS16050,tdcA,transcriptional regulator TdcA
SEN_RS19740,SEN_RS19740,YihA family ribosome biogenesis GTP-binding protein
SEN_RS18800,SEN_RS18800,radical SAM protein
SEN_RS00485,djlA,co-chaperone DjlA
SEN_RS03325,nagC,DNA-binding transcriptional regulator NagC
SEN_RS01505,lpcA,D-sedoheptulose 7-phosphate isomerase
SEN_RS09445,hflD,high frequency lysogenization protein HflD
SEN_RS17580,ugpB,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB
SEN_RS05200,tssM,type VI secretion system membrane subunit TssM
SEN_RS20280,SEN_RS20280,serine hydroxymethyltransferase
SEN_RS18005,lpfC,outer membrane usher protein LpfC
SEN_RS01560,proB,glutamate 5-kinase
SEN_RS11295,maiA,maleylacetoacetate isomerase
SEN_RS07835,SEN_RS07835,FadR family transcriptional regulator
SEN_RS08410,SEN_RS08410,riboflavin synthase
SEN_RS14500,cysH,phosphoadenosine phosphosulfate reductase
SEN_RS13520,ffh,signal recognition particle protein
SEN_RS10350,SEN_RS10350,class I SAM-dependent methyltransferase
SEN_RS12180,SEN_RS12180,sigma-54-dependent transcriptional regulator
SEN_RS20800,SEN_RS20800,YjbH domain-containing protein
SEN_RS16895,rpsK,30S ribosomal protein S11
SEN_RS06275,sdaA,L-serine ammonia-lyase
SEN_RS04225,SEN_RS04225,inner membrane protein YbjM
SEN_RS01970,malZ,maltodextrin glucosidase
SEN_RS17820,SEN_RS17820,lysozyme
SEN_RS03330,nagA,N-acetylglucosamine-6-phosphate deacetylase
SEN_RS19245,hdfR,HTH-type transcriptional regulator HdfR
SEN_RS09450,purB,adenylosuccinate lyase
SEN_RS18505,SEN_RS18505,HARLDQ motif MBL-fold protein
SEN_RS06580,narX,nitrate/nitrite two-component system sensor histidine kinase NarX
SEN_RS12935,SEN_RS12935,hypothetical protein
SEN_RS22560,ettA,energy-dependent translational throttle protein EttA
SEN_RS22130,SEN_RS22130,HNH endonuclease
SEN_RS04735,sseI,SPI-2 type III secretion system effector SseI
SEN_RS04455,aat,leucyl/phenylalanyl-tRNA--protein transferase
SEN_RS08415,mdtK,multidrug efflux MATE transporter MdtK
SEN_RS14505,cysI,assimilatory sulfite reductase (NADPH) hemoprotein subunit
SEN_RS13525,SEN_RS13525,inner membrane protein YpjD
SEN_RS10355,SEN_RS10355,hypothetical protein
SEN_RS12185,purF,amidophosphoribosyltransferase
SEN_RS22040,SEN_RS22040,tRNA-Leu
SEN_RS05425,fliS,flagellar export chaperone FliS
SEN_RS21190,melB,melibiose:sodium transporter MelB
SEN_RS21930,arcC,carbamate kinase
SEN_RS01510,SEN_RS01510,class II glutamine amidotransferase
SEN_RS09455,phoP,two-component system response regulator PhoP
SEN_RS02465,SEN_RS02465,SPFH/Band 7/PHB domain protein
SEN_RS06980,pspD,phage shock protein PspD
SEN_RS15855,plsY,glycerol-3-phosphate 1-O-acyltransferase PlsY
SEN_RS05750,SEN_RS05750,hypothetical protein
SEN_RS19440,hemD,uroporphyrinogen-III synthase
SEN_RS07460,SEN_RS07460,ribulose-phosphate 3 epimerase family protein
SEN_RS11300,SEN_RS11300,fumarylacetoacetate hydrolase family protein
SEN_RS20120,lsrA,autoinducer 2 ABC transporter ATP-binding protein LsrA
SEN_RS08430,ssaU,SPI-2 type III secretion system apparatus protein SsaU
SEN_RS14510,cysJ,NADPH-dependent assimilatory sulfite reductase flavoprotein subunit
SEN_RS13530,SEN_RS13530,HlyC/CorC family transporter
SEN_RS10360,SEN_RS10360,hypothetical protein
SEN_RS12190,cvpA,colicin V production protein
SEN_RS13095,iscX,Fe-S cluster assembly protein IscX
SEN_RS14975,vapB,toxin-antitoxin system antitoxin VapB
SEN_RS01975,SEN_RS01975,peroxiredoxin
SEN_RS00490,rluA,bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA
SEN_RS03835,bioF,8-amino-7-oxononanoate synthase
SEN_RS08145,pntA,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
SEN_RS09460,phoQ,two-component system sensor histidine kinase PhoQ
SEN_RS15665,SEN_RS15665,TRAP transporter substrate-binding protein
SEN_RS12940,SEN_RS12940,DUF2633 family protein
SEN_RS21485,mutL,DNA mismatch repair endonuclease MutL
SEN_RS15390,SEN_RS15390,DUF554 domain-containing protein
SEN_RS16595,SEN_RS16595,GntR family transcriptional regulator
SEN_RS08435,ssaT,SPI-2 type III secretion system apparatus protein SsaT
SEN_RS14515,queD,6-carboxytetrahydropterin synthase QueD
SEN_RS13535,SEN_RS13535,hypothetical protein
SEN_RS10365,SEN_RS10365,hypothetical protein
SEN_RS22310,SEN_RS22310,NERD domain-containing protein
SEN_RS12195,dedD,cell division protein DedD
SEN_RS16055,garK,glycerate 2-kinase
SEN_RS20535,SEN_RS20535,membrane protein
SEN_RS18155,yiaJ,IclR family transcriptional regulator YiaJ
SEN_RS01515,SEN_RS01515,murein L-D-transpeptidase
SEN_RS09465,roxA,[50S ribosomal protein L16]-arginine 3-hydroxylase
SEN_RS02470,fetA,iron ABC transporter ATP-binding protein FetA
SEN_RS02950,ahpC,alkyl hydroperoxide reductase subunit C
SEN_RS05205,SEN_RS05205,hypothetical protein
SEN_RS20285,alr,alanine racemase
SEN_RS12200,folC,bifunctional tetrahydrofolate synthase/dihydrofolate synthase
SEN_RS18380,rfaC,lipopolysaccharide heptosyltransferase RfaC
SEN_RS11305,gtdA,gentisate 1-2-dioxygenase
SEN_RS08440,ssas,SPI-2 type III secretion system apparatus protein SsaS
SEN_RS13540,grpE,nucleotide exchange factor GrpE
SEN_RS14520,SEN_RS14520,MBL fold metallo-hydrolase
SEN_RS00995,fhuC,Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC
SEN_RS10370,SEN_RS10370,replication/maintenance protein RepL
SEN_RS00110,bcfB,fimbrial biogenesis chaperone BcfB
SEN_RS20805,psiE,phosphate-starvation-inducible protein PsiE
